age,income,loan_amount,loan_term,credit_score,employment_years,num_credit_lines,debt_to_income,num_delinquencies,previous_defaults,loan_to_income,monthly_payment,payment_to_income,education,home_ownership,loan_purpose,employment_status,default
33,99497.0,2117.0,36,815,27.0,15,0.272,4,0,0.0213,65.37,0.0079,Bachelor,Mortgage,Debt Consolidation,Full-time,0
58,145537.0,43989.0,36,806,23.0,10,0.3494,3,2,0.3023,1358.25,0.112,Bachelor,Rent,Home Improvement,Full-time,0
68,154390.0,31105.0,36,743,4.0,1,0.1724,6,0,0.2015,960.43,0.0746,Bachelor,Own,Debt Consolidation,Self-employed,0
33,105759.0,37412.0,36,747,0.0,14,0.513,5,1,0.3537,1155.17,0.1311,High School,Mortgage,Personal,Part-time,0
58,20842.0,41447.0,60,658,6.0,9,0.4467,2,1,1.9885,820.7,0.4723,Master,Rent,Personal,Full-time,0
33,33839.0,11720.0,12,352,27.0,3,0.5744,9,1,0.3463,1014.09,0.3595,PhD,Rent,Personal,Full-time,1
55,41669.0,23076.0,60,456,22.0,13,0.3114,5,2,0.5538,456.93,0.1316,Bachelor,Mortgage,Debt Consolidation,Part-time,0
59,100486.0,43073.0,48,722,17.0,6,0.5871,5,1,0.4286,1031.44,0.1232,Master,Rent,Debt Consolidation,Full-time,0
42,128626.0,9070.0,48,479,18.0,9,0.331,2,3,0.0705,217.19,0.0203,Master,Own,Business,Full-time,1
56,163696.0,41300.0,12,394,12.0,19,0.3918,6,1,0.2523,3573.55,0.2619,High School,Mortgage,Debt Consolidation,Self-employed,0
33,58022.0,15116.0,12,820,27.0,5,0.4208,9,3,0.2605,1307.94,0.2704,Bachelor,Own,Debt Consolidation,Full-time,0
23,160520.0,29199.0,24,568,4.0,17,0.3194,7,3,0.1819,1307.31,0.0977,PhD,Mortgage,Debt Consolidation,Part-time,1
24,138219.0,25989.0,24,773,9.0,9,0.3595,5,1,0.188,1163.59,0.101,Bachelor,Mortgage,Medical,Full-time,0
42,24556.0,34638.0,48,456,6.0,18,0.1728,6,3,1.4105,829.45,0.4051,High School,Own,Medical,Part-time,1
65,79976.0,41997.0,60,497,25.0,17,0.2493,2,1,0.5251,831.59,0.1248,Bachelor,Mortgage,Education,Full-time,0
26,70992.0,18099.0,36,488,16.0,16,0.4361,0,3,0.2549,558.84,0.0944,Master,Rent,Debt Consolidation,Full-time,0
42,179029.0,9415.0,48,505,20.0,4,0.0714,6,3,0.0526,225.45,0.0151,Bachelor,Rent,Education,Full-time,0
55,185421.0,21718.0,12,540,27.0,16,0.4352,1,1,0.1171,1879.19,0.1216,High School,Mortgage,Home Improvement,Full-time,0
30,166562.0,30995.0,48,463,5.0,7,0.2171,0,1,0.1861,742.21,0.0535,High School,Own,Home Improvement,Part-time,0
56,112681.0,37771.0,12,747,28.0,18,0.1995,7,3,0.3352,3268.2,0.348,Master,Rent,Business,Full-time,0
35,106174.0,37915.0,48,479,3.0,19,0.4314,4,2,0.3571,907.92,0.1026,Bachelor,Own,Education,Full-time,0
60,72624.0,17658.0,24,542,22.0,12,0.1682,8,2,0.2431,790.59,0.1306,PhD,Rent,Debt Consolidation,Unemployed,0
48,157985.0,46866.0,36,773,,18,0.5789,8,2,0.2966,1447.09,0.1099,Bachelor,Rent,Education,Full-time,0
47,30962.0,5075.0,24,540,24.0,11,0.5949,1,0,0.1639,227.22,0.088,Master,Own,Business,Full-time,0
28,65160.0,6718.0,36,305,4.0,1,0.302,7,0,0.1031,207.43,0.0382,High School,Mortgage,Business,Full-time,0
43,40013.0,2213.0,60,300,28.0,17,0.2708,3,3,0.0553,43.82,0.0131,Master,Mortgage,Personal,Self-employed,1
62,106438.0,46393.0,60,539,23.0,11,0.0935,7,1,0.4359,918.64,0.1036,Master,Own,Medical,Full-time,0
20,70454.0,9825.0,24,656,3.0,1,0.478,0,3,0.1395,439.89,0.0749,Bachelor,Own,Business,Full-time,0
57,51534.0,30471.0,24,818,,2,0.1395,4,1,0.5913,1364.27,0.3176,Bachelor,Rent,Home Improvement,Self-employed,0
44,84636.0,40834.0,36,371,24.0,14,0.5632,6,3,0.4825,1260.84,0.1787,Master,Own,Business,Full-time,1
55,174263.0,38568.0,48,598,14.0,18,0.5948,4,2,0.2213,923.56,0.0636,Master,Mortgage,Education,Self-employed,0
53,118231.0,47493.0,12,458,11.0,14,0.1173,5,0,0.4017,4109.41,0.417,Bachelor,Mortgage,Personal,Full-time,0
41,167267.0,3634.0,48,547,8.0,9,0.4257,0,1,0.0217,87.02,0.0062,Bachelor,Own,Education,Full-time,0
35,184072.0,20946.0,60,543,15.0,6,0.3063,0,3,0.1138,414.76,0.027,Master,Mortgage,Education,Full-time,0
51,181897.0,25801.0,60,471,29.0,8,0.3476,6,0,0.1418,510.89,0.0337,Bachelor,Mortgage,Medical,Full-time,0
27,79935.0,35111.0,36,310,18.0,7,0.1488,4,0,0.4392,1084.13,0.1627,Bachelor,Rent,Education,Full-time,0
49,177333.0,31508.0,24,340,21.0,6,0.4479,5,0,0.1777,1410.69,0.0955,Bachelor,Mortgage,Debt Consolidation,Full-time,0
24,183234.0,28437.0,24,587,23.0,3,0.1416,3,2,0.1552,1273.2,0.0834,High School,Rent,Home Improvement,Full-time,0
52,192525.0,16034.0,48,423,23.0,11,0.5369,0,3,0.0833,383.95,0.0239,Master,Mortgage,Business,Unemployed,0
51,79935.0,6217.0,36,479,12.0,5,0.2997,7,3,0.0778,191.96,0.0288,Master,Mortgage,Business,Unemployed,1
24,57242.0,22150.0,12,349,,3,0.3992,1,3,0.3869,1916.57,0.4017,Bachelor,Own,Business,Full-time,1
57,123090.0,13723.0,48,327,9.0,6,0.557,7,3,0.1115,328.61,0.032,Bachelor,Own,Personal,Full-time,1
40,187387.0,28160.0,12,369,17.0,16,0.4559,0,3,0.1503,2436.59,0.156,High School,Own,Personal,Unemployed,0
59,181614.0,40059.0,60,507,9.0,11,0.3475,9,2,0.2206,793.22,0.0524,High School,Mortgage,Education,Full-time,1
22,120674.0,28074.0,36,389,28.0,10,0.2715,2,3,0.2326,866.84,0.0862,PhD,Mortgage,Education,Full-time,1
28,42609.0,29569.0,24,427,,12,0.3042,8,2,0.6939,1323.88,0.3727,Master,Own,Education,Self-employed,1
44,93161.0,3051.0,12,466,17.0,11,0.2379,0,0,0.0327,263.99,0.034,Bachelor,Mortgage,Medical,Full-time,0
29,147112.0,32587.0,12,460,13.0,10,0.5704,4,0,0.2215,2819.65,0.23,High School,Own,Debt Consolidation,Full-time,0
36,118669.0,22534.0,60,306,15.0,16,0.1891,4,0,0.1899,446.2,0.0451,High School,Own,Personal,Self-employed,0
53,78912.0,7061.0,36,364,23.0,14,0.2751,1,1,0.0895,218.02,0.0331,Bachelor,Rent,Debt Consolidation,Full-time,0
27,78381.0,11477.0,60,822,8.0,4,0.478,4,1,0.1464,227.26,0.0348,High School,Mortgage,Medical,Part-time,0
53,26053.0,39256.0,60,667,24.0,16,0.2504,2,2,1.5067,777.32,0.3579,Bachelor,Mortgage,Debt Consolidation,Unemployed,0
25,,45918.0,12,368,8.0,4,0.5376,4,2,0.6715,3973.14,0.6971,PhD,Own,Business,Full-time,0
28,138834.0,25878.0,24,456,4.0,2,0.1837,3,1,0.1864,1158.62,0.1001,Bachelor,Mortgage,Home Improvement,Self-employed,0
49,59643.0,48852.0,60,510,22.0,8,0.0672,1,2,0.8191,967.33,0.1946,Master,Mortgage,Medical,Full-time,0
59,198777.0,9821.0,36,798,21.0,8,0.3958,7,3,0.0494,303.24,0.0183,High School,Rent,Personal,Unemployed,0
28,30249.0,15682.0,36,783,10.0,15,0.3295,5,0,0.5184,484.21,0.192,Bachelor,Own,Debt Consolidation,Full-time,0
34,123923.0,46573.0,36,723,,14,0.5632,8,1,0.3758,1438.04,0.1392,Master,Own,Debt Consolidation,Full-time,0
66,,9584.0,48,358,21.0,2,0.2827,8,3,0.0897,229.5,0.0258,Master,Rent,Personal,Part-time,1
69,169161.0,33309.0,60,569,23.0,10,0.1246,2,3,0.1969,659.56,0.0468,Bachelor,Rent,Debt Consolidation,Unemployed,0
49,179235.0,11755.0,60,565,28.0,16,0.2314,2,1,0.0656,232.76,0.0156,Bachelor,Mortgage,Medical,Self-employed,0
42,,17227.0,48,650,25.0,14,0.2663,9,2,0.1491,412.52,0.0428,High School,Rent,Education,Part-time,0
37,131578.0,24409.0,36,764,13.0,10,0.3707,3,2,0.1855,753.68,0.0687,Bachelor,Mortgage,Medical,Unemployed,0
50,144306.0,18639.0,24,476,6.0,12,0.201,0,2,0.1292,834.52,0.0694,High School,Mortgage,Debt Consolidation,Full-time,0
49,111380.0,43850.0,12,606,2.0,11,0.3527,5,3,0.3937,3794.2,0.4087,High School,Rent,Medical,Self-employed,1
34,49204.0,48666.0,48,445,17.0,5,0.5494,9,0,0.989,1165.37,0.2841,Bachelor,Own,Personal,Full-time,0
21,94289.0,25501.0,12,415,19.0,11,0.2831,2,2,0.2705,2206.52,0.2808,High School,Rent,Home Improvement,Full-time,0
27,59687.0,26735.0,48,472,20.0,13,0.4084,6,0,0.4479,640.2,0.1287,High School,Mortgage,Medical,Full-time,0
67,100914.0,3714.0,36,704,,2,0.1759,3,3,0.0368,114.68,0.0136,High School,Own,Debt Consolidation,Unemployed,0
40,128803.0,12475.0,48,540,21.0,14,0.4907,3,2,0.0969,298.73,0.0278,Bachelor,Own,Personal,Full-time,0
44,53716.0,2954.0,60,674,23.0,5,0.1983,4,2,0.055,58.49,0.0131,Master,Mortgage,Debt Consolidation,Full-time,0
43,61143.0,42975.0,36,680,21.0,1,0.3689,1,3,0.7028,1326.94,0.2604,PhD,Mortgage,Home Improvement,Full-time,0
59,167243.0,12142.0,36,499,15.0,15,0.2151,3,3,0.0726,374.91,0.0269,High School,Own,Debt Consolidation,Full-time,0
23,84880.0,17691.0,36,825,0.0,8,0.0871,2,3,0.2084,546.25,0.0772,High School,Mortgage,Personal,Full-time,0
24,51700.0,42295.0,24,325,14.0,8,0.2258,8,3,0.8181,1893.66,0.4394,Master,Mortgage,Business,Full-time,1
33,146937.0,35951.0,12,793,19.0,12,0.1666,2,2,0.2447,3110.72,0.254,High School,Mortgage,Debt Consolidation,Self-employed,0
44,147575.0,31452.0,12,304,17.0,11,0.541,8,1,0.2131,2721.44,0.2213,Bachelor,Rent,Debt Consolidation,Self-employed,0
53,167839.0,2885.0,48,510,17.0,12,0.1964,0,1,0.0172,69.08,0.0049,High School,Mortgage,Personal,Part-time,0
44,155597.0,28584.0,60,753,15.0,18,0.5859,4,1,0.1837,566.0,0.0436,Bachelor,Mortgage,Debt Consolidation,Full-time,0
42,198514.0,28483.0,12,676,16.0,13,0.3208,2,2,0.1435,2464.54,0.149,High School,Own,Business,Self-employed,0
66,,16629.0,24,476,9.0,1,0.1716,4,3,0.137,744.52,0.0736,Bachelor,Mortgage,Business,Full-time,0
28,68062.0,37501.0,48,787,18.0,5,0.2652,7,1,0.551,898.01,0.1583,Bachelor,Own,Education,Full-time,0
48,174641.0,46541.0,48,375,8.0,9,0.1509,9,2,0.2665,1114.48,0.0766,High School,Own,Medical,Full-time,1
47,63990.0,13692.0,48,668,14.0,9,0.5085,7,1,0.214,327.87,0.0615,Bachelor,Mortgage,Education,Full-time,0
43,68844.0,17227.0,48,585,12.0,7,0.116,5,2,0.2502,412.52,0.0719,Bachelor,Mortgage,Debt Consolidation,Full-time,0
60,168271.0,16794.0,12,413,21.0,4,0.5304,5,3,0.0998,1453.13,0.1036,PhD,Rent,Home Improvement,Full-time,1
33,178099.0,41912.0,24,806,26.0,3,0.0753,9,1,0.2353,1876.51,0.1264,Bachelor,Rent,Debt Consolidation,Self-employed,0
67,77778.0,4810.0,36,721,18.0,3,0.2148,9,1,0.0618,148.52,0.0229,High School,Own,Home Improvement,Part-time,0
36,149940.0,44899.0,12,304,4.0,19,0.1269,7,0,0.2994,3884.96,0.3109,Bachelor,Own,Business,Full-time,0
47,185643.0,38976.0,24,347,20.0,8,0.4269,1,1,0.21,1745.06,0.1128,High School,Mortgage,Business,Full-time,0
46,162768.0,24683.0,24,330,9.0,19,0.3318,2,1,0.1516,1105.12,0.0815,Master,Rent,Personal,Part-time,0
62,15923.0,29592.0,60,528,1.0,7,0.5666,2,0,1.8583,585.96,0.4413,Master,Mortgage,Personal,Full-time,0
41,137947.0,44820.0,24,529,5.0,6,0.2514,2,3,0.3249,2006.71,0.1745,High School,Own,Home Improvement,Full-time,0
34,46429.0,38722.0,60,698,29.0,10,0.0724,9,3,0.834,766.74,0.1981,Bachelor,Mortgage,Medical,Part-time,1
21,171573.0,14563.0,48,671,12.0,18,0.4689,1,1,0.0849,348.73,0.0244,Bachelor,Own,Medical,Full-time,0
38,27402.0,3469.0,48,308,6.0,11,0.3687,8,3,0.1266,83.07,0.0364,High School,Mortgage,Personal,Full-time,1
61,198723.0,33263.0,60,561,4.0,1,0.5051,8,1,0.1674,658.65,0.0398,Bachelor,Own,Debt Consolidation,Full-time,0
20,47805.0,8144.0,60,731,19.0,6,0.2844,5,1,0.1704,161.26,0.0405,Bachelor,Rent,Business,Full-time,0
64,92730.0,5310.0,24,793,22.0,19,0.456,3,0,0.0573,237.74,0.0308,Bachelor,Mortgage,Home Improvement,Full-time,0
47,58305.0,49132.0,36,460,10.0,3,0.1441,2,2,0.8427,1517.05,0.3122,Bachelor,Own,Home Improvement,Self-employed,0
27,165574.0,24222.0,36,324,3.0,16,0.5997,6,1,0.1463,747.91,0.0542,Bachelor,Rent,Business,Full-time,0
35,87797.0,32891.0,60,384,10.0,18,0.1455,6,1,0.3746,651.28,0.089,Bachelor,Mortgage,Debt Consolidation,Full-time,0
47,152747.0,11649.0,12,487,19.0,5,0.5064,5,1,0.0763,1007.95,0.0792,Bachelor,Mortgage,Debt Consolidation,Self-employed,0
35,27435.0,5983.0,36,543,3.0,11,0.1668,5,3,0.2181,184.74,0.0808,Bachelor,Rent,Education,Full-time,1
25,98780.0,4075.0,24,493,8.0,12,0.4804,8,2,0.0413,182.45,0.0222,Bachelor,Mortgage,Debt Consolidation,Unemployed,0
53,183544.0,18363.0,24,349,0.0,16,0.5237,7,0,0.1,822.16,0.0537,Bachelor,Rent,Home Improvement,Full-time,0
53,186485.0,1182.0,48,487,14.0,16,0.5322,7,0,0.0063,28.3,0.0018,High School,Own,Business,Full-time,0
25,,21582.0,24,459,5.0,2,0.3116,2,0,0.4026,966.28,0.2163,Bachelor,Rent,Business,Part-time,0
34,87968.0,16912.0,48,568,5.0,7,0.2858,0,0,0.1922,404.98,0.0552,Bachelor,Rent,Medical,Unemployed,0
32,90686.0,26814.0,60,343,3.0,18,0.5086,4,2,0.2957,530.95,0.0702,Bachelor,Own,Personal,Self-employed,1
52,119611.0,29886.0,48,734,21.0,7,0.3687,3,0,0.2499,715.66,0.0718,High School,Own,Home Improvement,Part-time,0
56,114407.0,16113.0,12,529,14.0,5,0.3917,3,0,0.1408,1394.21,0.1462,Bachelor,Rent,Debt Consolidation,Self-employed,0
56,34599.0,23306.0,12,474,28.0,12,0.1798,5,0,0.6736,2016.59,0.6992,High School,Rent,Debt Consolidation,Full-time,0
66,156093.0,4826.0,36,798,11.0,4,0.2954,9,2,0.0309,149.01,0.0115,Bachelor,Rent,Business,Part-time,0
58,56768.0,15786.0,36,709,6.0,3,0.2532,8,3,0.2781,487.43,0.103,Bachelor,Rent,Home Improvement,Full-time,1
36,,48931.0,48,375,6.0,16,0.4159,6,2,0.6679,1171.71,0.1919,Bachelor,Own,Personal,Full-time,1
25,170528.0,49568.0,36,380,28.0,3,0.1581,7,3,0.2907,1530.52,0.1077,PhD,Rent,Business,Full-time,1
50,142585.0,24804.0,12,301,17.0,17,0.2732,4,2,0.174,2146.21,0.1806,Master,Own,Home Improvement,Full-time,1
65,88362.0,47036.0,60,608,,5,0.5168,5,3,0.5323,931.37,0.1265,PhD,Own,Personal,Full-time,1
68,183807.0,25563.0,60,495,19.0,3,0.3505,4,1,0.1391,506.18,0.033,PhD,Rent,Education,Full-time,0
31,87905.0,7157.0,48,506,,15,0.5428,8,3,0.0814,171.38,0.0234,High School,Mortgage,Medical,Full-time,1
31,119616.0,43527.0,48,580,3.0,4,0.1779,9,2,0.3639,1042.31,0.1046,High School,Mortgage,Business,Part-time,0
21,60506.0,21340.0,60,596,21.0,7,0.2919,4,0,0.3527,422.56,0.0838,High School,Mortgage,Debt Consolidation,Full-time,0
27,48890.0,31009.0,36,300,3.0,7,0.3252,7,0,0.6342,957.47,0.235,High School,Own,Business,Full-time,0
47,105947.0,32793.0,12,359,5.0,10,0.2703,0,3,0.3095,2837.47,0.3213,Master,Rent,Debt Consolidation,Part-time,1
47,119158.0,16093.0,48,734,21.0,9,0.4265,4,1,0.1351,385.37,0.0388,Master,Own,Business,Full-time,0
38,164076.0,36941.0,36,824,,4,0.1318,8,1,0.2251,1140.63,0.0834,Bachelor,Mortgage,Personal,Full-time,0
35,87317.0,25564.0,48,760,6.0,5,0.3357,6,3,0.2928,612.16,0.0841,Master,Own,Business,Unemployed,0
61,180605.0,18952.0,48,798,2.0,4,0.1263,5,3,0.1049,453.83,0.0302,Bachelor,Mortgage,Debt Consolidation,Self-employed,0
43,127366.0,15597.0,36,554,17.0,2,0.3961,2,0,0.1225,481.59,0.0454,Bachelor,Own,Debt Consolidation,Full-time,0
60,27971.0,37567.0,24,754,20.0,13,0.5066,8,2,1.343,1681.97,0.7213,High School,Mortgage,Personal,Full-time,0
68,151733.0,13217.0,36,785,6.0,9,0.061,9,3,0.0871,408.1,0.0323,PhD,Rent,Debt Consolidation,Full-time,0
35,121341.0,7083.0,48,791,12.0,3,0.3013,3,1,0.0584,169.61,0.0168,Bachelor,Own,Business,Full-time,0
30,87030.0,44205.0,48,382,10.0,7,0.321,8,2,0.5079,1058.54,0.1459,Bachelor,Own,Education,Full-time,1
67,101445.0,17258.0,36,380,26.0,13,0.4461,5,1,0.1701,532.88,0.063,High School,Mortgage,Debt Consolidation,Full-time,0
51,70831.0,32410.0,36,521,23.0,6,0.0911,3,2,0.4576,1000.73,0.1695,Master,Mortgage,Medical,Unemployed,0
34,128642.0,36105.0,60,577,8.0,8,0.2733,3,0,0.2807,714.92,0.0667,Master,Mortgage,Debt Consolidation,Self-employed,0
51,119886.0,42078.0,24,826,15.0,15,0.482,5,2,0.351,1883.94,0.1886,Bachelor,Mortgage,Medical,Part-time,0
45,97746.0,31658.0,12,474,27.0,13,0.3427,4,1,0.3239,2739.26,0.3362,PhD,Own,Debt Consolidation,Part-time,0
65,67761.0,35689.0,48,757,10.0,14,0.4624,6,2,0.5267,854.62,0.1513,Bachelor,Rent,Debt Consolidation,Part-time,0
32,88749.0,42023.0,60,788,4.0,8,0.2502,1,1,0.4735,832.11,0.1125,PhD,Mortgage,Debt Consolidation,Full-time,0
69,107100.0,47224.0,48,830,8.0,10,0.556,4,3,0.4409,1130.84,0.1267,Bachelor,Rent,Personal,Self-employed,0
66,102297.0,3295.0,36,404,18.0,17,0.0925,7,3,0.0322,101.74,0.0119,Bachelor,Rent,Business,Part-time,1
29,72219.0,37419.0,24,433,29.0,17,0.1001,8,1,0.5181,1675.35,0.2783,Master,Rent,Education,Part-time,0
28,122669.0,9545.0,36,420,9.0,2,0.3407,2,0,0.0778,294.72,0.0288,Master,Own,Business,Full-time,0
46,56911.0,44672.0,12,704,1.0,16,0.309,6,1,0.7849,3865.32,0.8149,High School,Own,Education,Full-time,0
22,107681.0,3376.0,36,677,5.0,17,0.4012,3,2,0.0314,104.24,0.0116,Master,Mortgage,Business,Full-time,0
34,37486.0,13091.0,24,523,12.0,18,0.176,7,3,0.3492,586.12,0.1876,Bachelor,Mortgage,Home Improvement,Full-time,1
41,102346.0,10413.0,24,348,2.0,6,0.1743,3,2,0.1017,466.22,0.0547,High School,Rent,Medical,Part-time,1
68,160036.0,30567.0,36,586,1.0,10,0.462,6,2,0.191,943.82,0.0708,Bachelor,Rent,Debt Consolidation,Unemployed,0
69,166299.0,1209.0,60,702,,1,0.2105,4,0,0.0073,23.94,0.0017,Bachelor,Mortgage,Personal,Part-time,0
27,143518.0,1834.0,24,560,24.0,3,0.45,2,3,0.0128,82.11,0.0069,Bachelor,Mortgage,Personal,Full-time,0
64,152944.0,25706.0,60,447,6.0,11,0.4024,5,1,0.1681,509.01,0.0399,Bachelor,Mortgage,Debt Consolidation,Full-time,0
24,27200.0,48611.0,36,625,15.0,4,0.0958,6,1,1.7871,1500.97,0.6619,High School,Rent,Personal,Full-time,0
57,78155.0,26887.0,60,663,17.0,5,0.4411,6,1,0.344,532.39,0.0817,High School,Mortgage,Debt Consolidation,Full-time,0
62,136036.0,22850.0,24,625,20.0,6,0.5337,7,0,0.168,1023.05,0.0902,Master,Mortgage,Medical,Full-time,0
64,163106.0,33236.0,60,780,29.0,9,0.4992,6,1,0.2038,658.11,0.0484,High School,Own,Education,Full-time,0
31,122827.0,28038.0,48,472,26.0,3,0.0549,8,1,0.2283,671.4,0.0656,Bachelor,Mortgage,Debt Consolidation,Full-time,0
64,,19860.0,48,635,9.0,16,0.3468,4,0,0.1148,475.57,0.033,Bachelor,Rent,Debt Consolidation,Full-time,0
25,,29838.0,36,770,29.0,13,0.5523,5,0,0.4554,921.31,0.1687,High School,Mortgage,Education,Full-time,0
45,43396.0,1157.0,36,416,1.0,16,0.3793,4,0,0.0267,35.72,0.0099,High School,Mortgage,Home Improvement,Self-employed,0
43,30980.0,12979.0,36,454,28.0,18,0.2097,5,3,0.4189,400.75,0.1552,Bachelor,Own,Home Improvement,Unemployed,1
35,122796.0,34020.0,60,327,4.0,12,0.157,1,1,0.277,673.64,0.0658,Master,Rent,Education,Self-employed,0
21,138059.0,17735.0,48,506,3.0,7,0.4267,8,3,0.1285,424.69,0.0369,PhD,Own,Debt Consolidation,Full-time,1
58,67782.0,3660.0,12,324,3.0,19,0.4742,5,3,0.054,316.69,0.0561,Bachelor,Mortgage,Debt Consolidation,Full-time,1
36,159976.0,7097.0,48,710,3.0,11,0.5519,5,1,0.0444,169.95,0.0127,High School,Mortgage,Personal,Full-time,0
53,151746.0,43442.0,60,348,13.0,9,0.5481,8,3,0.2863,860.2,0.068,Bachelor,Own,Medical,Self-employed,1
40,81624.0,17149.0,48,680,19.0,8,0.2366,4,0,0.2101,410.65,0.0604,Bachelor,Mortgage,Medical,Part-time,0
38,59175.0,2110.0,36,618,22.0,1,0.3821,4,0,0.0357,65.15,0.0132,Bachelor,Rent,Home Improvement,Self-employed,0
64,152328.0,36711.0,24,843,0.0,19,0.1058,5,3,0.241,1643.65,0.1295,Bachelor,Rent,Personal,Full-time,0
24,,26993.0,48,491,8.0,16,0.102,9,2,0.1939,646.38,0.0557,Bachelor,Rent,Debt Consolidation,Unemployed,1
56,46595.0,23117.0,48,489,3.0,14,0.0893,2,2,0.4961,553.57,0.1425,Bachelor,Mortgage,Debt Consolidation,Self-employed,0
57,62198.0,44850.0,24,433,4.0,5,0.5599,1,3,0.7211,2008.05,0.3873,Master,Mortgage,Home Improvement,Full-time,1
38,104903.0,16372.0,36,595,22.0,18,0.1338,1,0,0.1561,505.52,0.0578,Bachelor,Mortgage,Medical,Full-time,0
33,109561.0,29051.0,24,420,19.0,4,0.3153,7,0,0.2652,1300.69,0.1424,Bachelor,Mortgage,Debt Consolidation,Full-time,0
20,45702.0,37500.0,12,362,6.0,5,0.2882,0,3,0.8205,3244.75,0.8518,Master,Own,Home Improvement,Full-time,1
66,190499.0,30812.0,12,821,9.0,2,0.2286,7,0,0.1617,2666.06,0.1679,Bachelor,Rent,Business,Full-time,0
67,86900.0,11190.0,12,673,27.0,6,0.3458,8,1,0.1288,968.23,0.1337,High School,Mortgage,Business,Part-time,0
32,85541.0,34398.0,36,365,17.0,7,0.0515,6,0,0.4021,1062.11,0.149,High School,Own,Debt Consolidation,Full-time,0
21,26198.0,37426.0,36,639,7.0,16,0.2591,1,1,1.4285,1155.61,0.5291,Bachelor,Own,Medical,Self-employed,0
26,177011.0,6998.0,36,467,,7,0.3136,6,0,0.0395,216.08,0.0146,Bachelor,Rent,Home Improvement,Full-time,0
23,58501.0,9106.0,60,399,5.0,19,0.4918,4,1,0.1557,180.31,0.037,Bachelor,Own,Home Improvement,Unemployed,0
61,197584.0,34071.0,24,559,,6,0.4355,0,3,0.1724,1525.45,0.0926,High School,Own,Debt Consolidation,Full-time,0
64,106763.0,6830.0,24,733,20.0,10,0.5174,1,1,0.064,305.8,0.0344,High School,Rent,Personal,Unemployed,0
27,176847.0,44137.0,24,300,15.0,12,0.257,7,3,0.2496,1976.13,0.1341,Bachelor,Mortgage,Medical,Full-time,1
57,,6368.0,24,495,2.0,16,0.1275,5,3,0.1323,285.11,0.0711,Bachelor,Rent,Debt Consolidation,Full-time,1
28,45685.0,48736.0,36,806,24.0,15,0.2706,4,2,1.0668,1504.83,0.3952,Bachelor,Mortgage,Home Improvement,Unemployed,0
38,163206.0,33904.0,24,516,6.0,17,0.5797,7,2,0.2077,1517.97,0.1116,Bachelor,Rent,Debt Consolidation,Full-time,0
49,166636.0,22709.0,24,354,20.0,18,0.1679,5,1,0.1363,1016.74,0.0732,Bachelor,Mortgage,Business,Self-employed,0
55,115472.0,14151.0,48,535,10.0,3,0.1461,9,2,0.1225,338.86,0.0352,Bachelor,Own,Medical,Full-time,0
63,20947.0,17880.0,60,675,22.0,2,0.5694,0,3,0.8535,354.05,0.2027,Bachelor,Rent,Debt Consolidation,Full-time,0
22,189588.0,37677.0,24,847,26.0,9,0.5725,2,3,0.1987,1686.9,0.1068,Bachelor,Rent,Personal,Part-time,0
29,87760.0,37912.0,12,645,23.0,3,0.1321,1,0,0.432,3280.4,0.4485,High School,Own,Home Improvement,Full-time,0
34,188157.0,11224.0,24,327,27.0,10,0.4732,4,2,0.0597,502.53,0.032,Bachelor,Mortgage,Debt Consolidation,Part-time,1
35,176085.0,27600.0,36,744,16.0,12,0.2864,9,0,0.1567,852.21,0.0581,High School,Rent,Debt Consolidation,Full-time,0
69,172525.0,49653.0,60,729,1.0,6,0.3207,4,1,0.2878,983.19,0.0684,Bachelor,Rent,Debt Consolidation,Part-time,0
58,142419.0,13607.0,12,658,16.0,2,0.3243,3,0,0.0955,1177.37,0.0992,Bachelor,Mortgage,Education,Part-time,0
36,139551.0,34976.0,12,793,13.0,19,0.5826,0,2,0.2506,3026.36,0.2602,Bachelor,Mortgage,Home Improvement,Full-time,0
68,113556.0,9435.0,36,723,21.0,8,0.1516,3,3,0.0831,291.33,0.0308,Master,Own,Education,Full-time,0
44,19584.0,41870.0,60,427,,16,0.4752,2,3,2.1379,829.08,0.5077,Bachelor,Rent,Debt Consolidation,Part-time,1
45,86754.0,9341.0,36,531,20.0,12,0.0531,1,2,0.1077,288.42,0.0399,High School,Own,Home Improvement,Full-time,0
41,150150.0,15583.0,60,579,13.0,13,0.3957,1,2,0.1038,308.56,0.0247,Master,Rent,Home Improvement,Part-time,0
27,165274.0,23499.0,48,568,20.0,15,0.409,6,2,0.1422,562.71,0.0409,Bachelor,Mortgage,Home Improvement,Unemployed,0
66,118519.0,19162.0,12,651,12.0,6,0.4645,7,0,0.1617,1658.03,0.1679,Bachelor,Rent,Debt Consolidation,Full-time,0
20,146268.0,9336.0,36,685,11.0,5,0.5593,7,2,0.0638,288.27,0.0236,High School,Mortgage,Debt Consolidation,Full-time,0
28,19022.0,32408.0,48,357,6.0,19,0.4646,0,2,1.7036,776.05,0.4893,Bachelor,Own,Personal,Unemployed,0
31,101654.0,1966.0,36,612,24.0,13,0.4527,9,0,0.0193,60.7,0.0072,Bachelor,Own,Medical,Unemployed,0
33,108929.0,49192.0,12,321,2.0,6,0.1896,5,2,0.4516,4256.42,0.4689,Master,Mortgage,Debt Consolidation,Full-time,1
